Refseq_ID	HMT-ID	Species	Strain	Genbank/PROKKA-ID	Satus	Prefer-habitat
049N035A	HMT-049	Corynebacterium kroppenstedtii	Strain: DSM 44385	GB: NR_074408	Named	Unassigned
031N028A	HMT-031	Corynebacterium amycolatum	Strain: NCFB 2768	GB: NR_119171	Named	Unassigned
208N111A	HMT-208	Corynebacterium bovis	Strain: Evans	GB: NR_037042	Named	Unassigned
047N034A	HMT-047	Corynebacterium jeikeium	Strain: A376/84	GB: NR_037035	Named	Unassigned
853_7597	HMT-853	Corynebacterium urealyticum	Strain: DSM 7109	GB: NR_027597	Named	Unassigned
328N136A	HMT-328	Corynebacterium mastitidis	Strain: S-8	GB: NR_026376	Named	Unassigned
328N136B	HMT-328	Corynebacterium mastitidis	Clone: ncd2392g07c1	GB: JF208381	Named	Unassigned
595F235b	HMT-595	Corynebacterium durum	Strain: F0235b	GB: tbd	Named	Oral
595F235a	HMT-595	Corynebacterium durum	Strain: F0235a	GB: tbd	Named	Oral
595_7069	HMT-595	Corynebacterium durum	Strain: IBS G15036	GB: Z97069	Named	Oral
666N000A	HMT-666	Corynebacterium matruchotii	Clone: ncd2560d03c1	GB: JF218742	Named	Oral
666_2065	HMT-666	Corynebacterium matruchotii	Strain: CIP 81.82	GB: X82065	Named	Oral
666_3287	HMT-666	Corynebacterium matruchotii	Strain: ChDC OS35	GB: AF543287	Named	Oral
591_2059	HMT-591	Corynebacterium diphtheriae	Strain: CIP 100721	GB: X82059	Named	Unassigned
184_3093	HMT-184	Corynebacterium tuscaniense	Strain: ISS-5309	GB: NR_043093	Named	Unassigned
033N029A	HMT-033	Corynebacterium appendicis	Strain: IMMIB R-3491	GB: NR_028951	Named	Unassigned
207N110B	HMT-207	Corynebacterium sp. HMT 207	Strain: 99221/2016	GB: KY593177	Unnamed	Unassigned
030N027A	HMT-030	Corynebacterium afermentans	Strain: CIP 103499	GB: NR_026214	Named	Unassigned
054N039A	HMT-054	Corynebacterium pilbarense	Strain: IMMIB WACC-658	GB: NR_116953	Named	Unassigned
835_7599	HMT-835	Corynebacterium mucifaciens	Strain: 87-0436	GB: AF537599	Named	Oral
341N142C	HMT-341	Corynebacterium coyleae	Clone: nck84g07c1	GB: KF073304	Named	Unassigned
341N142D	HMT-341	Corynebacterium coyleae	Clone: ncd2055g04c1	GB: JF177174	Named	Unassigned
341N142A	HMT-341	Corynebacterium coyleae	Clone: ncd1441g01c1	GB: JF124719	Named	Unassigned
341N142B	HMT-341	Corynebacterium coyleae	Clone: nck190d11c1	GB: KF094317	Named	Unassigned
062N042A	HMT-062	Corynebacterium simulans	Strain: UCL553	GB: NR_025309	Named	Unassigned
072N044A	HMT-072	Corynebacterium striatum	Strain: Minnett	GB: NR_037041	Named	Unassigned
063N043A	HMT-063	Corynebacterium singulare	Strain: IBS B52218	GB: NR_026394	Named	Unassigned
053N038A	HMT-053	Corynebacterium minutissimum	Strain: NCTC 10288	GB: NR_119182	Named	Unassigned
034N030A	HMT-034	Corynebacterium aurimucosum	Strain: IMMIB D-1488	GB: NR_028941	Named	Unassigned
333N139A	HMT-333	Corynebacterium massiliense	Strain: 5402485	GB: NR_044182	Named	Unassigned
059N040A	HMT-059	Corynebacterium propinquum	Strain: B 77159	GB: NR_037038	Named	Nasal
060N041A	HMT-060	Corynebacterium pseudodiphtheriticum	Strain: CIP 103420	GB: NR_042137	Named	Nasal
077N045A	HMT-077	Corynebacterium tuberculostearicum	Strain: Medalle X	GB: NR_028975	Named	Unassigned
019N026A	HMT-019	Corynebacterium accolens	Strain: CNCTC Th1/57	GB: NR_042139	Named	Nasal
050N037A	HMT-050	Corynebacterium macginleyi	Strain: JCL-2	GB: NR_042138	Named	Unassigned
185AV005	HMT-185	Microbacterium ginsengisoli	Clone: AV005b	GB: AF385527	Named	Unassigned
186C24KA	HMT-186	Microbacterium flavescens	Strain: C24KA	GB: AF287752	Named	Unassigned
855_7359	HMT-855	Kytococcus sedentarius	Strain: CV91	GB: AJ717359	Named	Unassigned
339N140A	HMT-339	Janibacter indicus	Strain: 0704P10-1	GB: NR_134061	Named	Unassigned
856_7595	HMT-856	Sanguibacter keddieii	Strain: DSM 10542	GB: NR_027595	Named	Unassigned
190_5598	HMT-190	Arsenicicoccus bolidensis	Strain: CCUG 47306	GB: NR_025598	Named	Unassigned
190B46KS	HMT-190	Arsenicicoccus bolidensis	Strain: B46KS	GB: AF287753	Named	Unassigned
354N047A	HMT-354	Dermabacter hominis	Strain: NCFB 2769	GB: NR_119073	Named	Unassigned
340N141A	HMT-340	Brevibacterium paucivorans	Strain: CF 62	GB: NR_025375	Named	Unassigned
340N141B	HMT-340	Brevibacterium paucivorans	Strain: 28	GB: EU086796	Named	Unassigned
087N061A	HMT-087	Micrococcus luteus	Strain: NCTC 2665	GB: NR_075062	Named	Unassigned
084N058A	HMT-084	Kocuria palustris	Strain: TAGA27	GB: NR_026451	Named	Unassigned
197N059A	HMT-197	Kocuria rhizophila	Strain: TA68	GB: NR_026452	Named	Unassigned
189AW006	HMT-189	Kocuria sp. HMT 189	Clone: AW006	GB: AF385532	Phylotype	Unassigned
681_4690	HMT-681	Rothia mucilaginosa	Strain: DY-18	GB: NR_074690	Named	Oral
587_9055	HMT-587	Rothia dentocariosa	Strain: ATCC 17931	GB: M59055	Named	Oral
188_0891	HMT-188	Rothia aeria	Clone: ncd2429e02c1	GB: JF210891	Named	Oral
188_3025	HMT-188	Rothia aeria	Strain: CCUG 25688	GB: Y13025	Named	Oral
811_4059	HMT-811	Arcanobacterium haemolyticum	Strain: CIP 103370	GB: AJ234059	Named	Unassigned
848F0332	HMT-848	Peptidiphaga gingivicola	Strain: F0332	GB: GQ131416	Named	Oral
183_8311	HMT-183	Peptidiphaga sp. HMT 183	Clone: EL030	GB: AY008311	Unnamed	Oral
183_7066	HMT-183	Peptidiphaga sp. HMT 183	Strain: P2P_19	GB: AY207066	Unnamed	Oral
830_7625	HMT-830	Mobiluncus mulieris	Strain: CCUG 20071	GB: AJ427625	Named	Unassigned
850F0333	HMT-850	Schaalia cardiffensis	Strain: F0333	GB: GU470888	Named	Oral
671_2451	HMT-671	Schaalia meyeri	Strain: CIP 103148	GB: X82451	Named	Oral
617_0413	HMT-617	Schaalia georgiae	Strain: DSM 6843	GB: X80413	Named	Oral
178B27SC	HMT-178	Schaalia sp. HMT 178	Strain: B27SC	GB: AF287750	Unnamed	Oral
877F0543	HMT-877	Schaalia sp. HMT 877	Strain: F0543	GB: tbd	Unnamed	Oral
181_5255	HMT-181	Schaalia lingnae [Not Validly Published]	Clone: ncd1350f07c1	GB: JF115255	Named	Oral
181_1692	HMT-181	Schaalia lingnae [Not Validly Published]	Clone: ncd2206a07c1	GB: JF191692	Named	Oral
181H1065	HMT-181	Schaalia lingnae [Not Validly Published]	Strain: Hal-1065	GB: AF385521	Named	Oral
701_0504	HMT-701	Schaalia odontolyticus	Strain: NCTC 9935	GB: X80504	Named	Oral
172CT047	HMT-172	Schaalia sp. HMT 172	Clone: CT047	GB: AF385504	Unnamed	Oral
180H1083	HMT-180	Schaalia sp. HMT 180	Strain: Hal-1083	GB: AF385522	Unnamed	Oral
180C29KA	HMT-180	Schaalia sp. HMT 180	Strain: C29KA	GB: AF287751	Unnamed	Oral
180_8611	HMT-180	Schaalia sp. HMT 180	Strain: C3M24	GB: AY278611	Unnamed	Oral
866_2167	HMT-866	Actinomyces graevenitzii	Strain: CCUG 27294	GB: NR_042167	Named	Oral
866F0530	HMT-866	Actinomyces graevenitzii	Strain: F0530	GB: tbd	Named	Oral
746_1986	HMT-746	Actinomyces radicidentis	Strain: CCUG 36733	GB: AJ251986	Named	Unassigned
179F0378	HMT-179	Actinomyces timonensis	Strain: F0378	GB: tbd	Named	Oral
179B19SC	HMT-179	Actinomyces timonensis	Strain: B19SC	GB: AF287748	Named	Oral
708_7295	HMT-708	Actinomyces oricola	Strain: CCUG 46090	GB: AJ507295	Named	Unassigned
448_3317	HMT-448	Actinomyces sp. HMT 448	Clone: 071059_594	GB: JQ473317	Unnamed	Oral
448F0400	HMT-448	Actinomyces sp. HMT 448	Strain: F0400	GB: tbd	Unnamed	Oral
852F0489	HMT-852	Actinomyces massiliensis	Strain: F0489	GB: tbd	Named	Oral
645_2450	HMT-645	Actinomyces israelii	Strain: CIP 103259	GB: X82450	Named	Oral
618_1735	HMT-618	Actinomyces gerencseriae	Clone: 069086_229	GB: JQ451735	Named	Oral
618_0414	HMT-618	Actinomyces gerencseriae	Strain: DSM 6844	GB: X80414	Named	Oral
897-Wade	HMT-897	Actinomyces sp. HMT 897	Clone: HS14_2W_C6	GB: KC203057	Phylotype	Oral
414_8610	HMT-414	Actinomyces sp. HMT 414	Clone: C3ALM064	GB: AY278610	Unnamed	Oral
888_7609	HMT-888	Actinomyces dentalis	Strain: R18165	GB: AJ697609	Named	Oral
525_3632	HMT-525	Actinomyces sp. HMT 525	Clone: MB6_C03	GB: DQ003632	Phylotype	Oral
896-Wade	HMT-896	Actinomyces sp. HMT 896	Clone: FL377	GB: JQ406543	Phylotype	Oral
170AP064	HMT-170	Actinomyces sp. HMT 170	Clone: AP064	GB: AF287749	Unnamed	Oral
171JA063	HMT-171	Actinomyces sp. HMT 171	Clone: JA063	GB: AY349367	Unnamed	Oral
171BL008	HMT-171	Actinomyces sp. HMT 171	Clone: BL008	GB: AF385553	Unnamed	Oral
849F0330	HMT-849	Actinomyces johnsonii	Strain: F0330	GB: GU470900	Named	Oral
688_2453	HMT-688	Actinomyces viscosus	Strain: NCTC 10951	GB: X82453	Named	Oral
176_1062	HMT-176	Actinomyces naeslundii	Strain: NCTC 10301	GB: X81062	Named	Oral
176EP011	HMT-176	Actinomyces naeslundii	Clone: EP011	GB: AY008315	Named	Oral
176_0512	HMT-176	Actinomyces naeslundii	Clone: 069082_029	GB: JQ450512	Named	Oral
169F496b	HMT-169	Actinomyces sp. HMT 169	Strain: F0496b	GB: tbd	Unnamed	Oral
169F496a	HMT-169	Actinomyces sp. HMT 169	Strain: F0496a	GB: tbd	Unnamed	Oral
169AG004	HMT-169	Actinomyces sp. HMT 169	Clone: AG004	GB: AF287747	Unnamed	Oral
893_4727	HMT-893	Actinomyces oris	Clone: 070043_377	GB: JQ464727	Named	Oral
893_5935	HMT-893	Actinomyces oris	Strain: JCM 16131	GB: AB545935	Named	Oral
175EP005	HMT-175	Actinomyces sp. HMT 175	Clone: EP005	GB: AY008314	Unnamed	Oral
175_5563	HMT-175	Actinomyces sp. HMT 175	Clone: ncd1455a04c1	GB: JF125563	Unnamed	Oral
860_9686	HMT-860	Fusobacterium gonidiaformans	Strain: VE32H03	GB: GQ179686	Named	Unassigned
690_4948	HMT-690	Fusobacterium necrophorum	Strain: D4	GB: AF044948	Named	Oral
248N122A	HMT-248	Fusobacterium sp. HMT 248	Strain: Marseille-P2749	GB: LT576389	Unnamed	Unassigned
201BS011	HMT-201	Fusobacterium periodonticum	Clone: BS011	GB: AF432130	Named	Oral
201_5405	HMT-201	Fusobacterium periodonticum	Strain: ATCC 33693	GB: X55405	Named	Oral
370_1217	HMT-370	Fusobacterium sp. HMT 370	Strain: E9_12	GB: AF481217	Unnamed	Oral
202_7812	HMT-202	Fusobacterium nucleatum subsp. polymorphum	Strain: ATCC 10953	GB: AF287812	Named	Oral
953_0020	HMT-953	Fusobacterium hwasookii	Strain: ChDC F128	GB: ALVD01000020	Named	Oral
203FV003	HMT-203	Fusobacterium sp. HMT 203	Clone: FV003	GB: GQ422730	Unnamed	Oral
203CY024	HMT-203	Fusobacterium sp. HMT 203	Clone: CY024	GB: AF287809	Unnamed	Oral
203_I035	HMT-203	Fusobacterium sp. HMT 203	Clone: _I035	GB: AF287815	Unnamed	Oral
698_3496	HMT-698	Fusobacterium nucleatum subsp. nucleatum	Strain: ATCC 25586	GB: AJ133496	Named	Oral
205FL002	HMT-205	Fusobacterium sp. HMT 205	Clone: FL002	GB: GU350452	Phylotype	Oral
420_8617	HMT-420	Fusobacterium nucleatum subsp. animalis	Clone: C4AKM033	GB: AY278617	Named	Oral
420_5404	HMT-420	Fusobacterium nucleatum subsp. animalis	Strain: NCTC 12276	GB: X55404	Named	Oral
204CZ006	HMT-204	Fusobacterium sp. HMT 204	Clone: CZ006	GB: AF287810	Phylotype	Oral
200_R002	HMT-200	Fusobacterium nucleatum subsp. vincentii	Clone: _R002	GB: AF287806	Named	Oral
689_6965	HMT-689	Fusobacterium naviforme	Strain: DMS 20699	GB: AJ006965	Named	Oral
200_0026	HMT-200	Fusobacterium nucleatum subsp. vincentii	Strain: ATCC 49256	GB: NZ_AABF02000026	Named	Oral
200_7962	HMT-200	Fusobacterium nucleatum subsp. vincentii	Clone: 071075_343	GB: JQ477962	Named	Oral
200AJ050	HMT-200	Fusobacterium nucleatum subsp. vincentii	Clone: AJ050	GB: AF287805	Named	Oral
837_8342	HMT-837	Sneathia sanguinegens	Strain: CCUG 41628	GB: NR_118342	Named	Oral
844_8425	HMT-844	Sneathia amnii [Not Validly Published]	Strain: AMN-1	GB: AY078425	Named	Oral
219EI022	HMT-219	Leptotrichia sp. HMT 219	Clone: EI022	GB: AF385572	Phylotype	Oral
845F0264	HMT-845	Leptotrichia goodfellowii	Strain: F0264	GB: FJ577259	Named	Oral
221FP036	HMT-221	Leptotrichia sp. HMT 221	Clone: FP036	GB: AF432138	Unnamed	Oral
217DT031	HMT-217	Leptotrichia sp. HMT 217	Clone: DT031	GB: AF366276	Phylotype	Oral
392_7053	HMT-392	Leptotrichia sp. HMT 392	Clone: P2PB_51	GB: AY207053	Phylotype	Oral
215DR011	HMT-215	Leptotrichia sp. HMT 215	Clone: DR011	GB: AF385518	Unnamed	Oral
212BU064	HMT-212	Leptotrichia sp. HMT 212	Clone: BU064	GB: AY008309	Unnamed	Oral
498IK040	HMT-498	Leptotrichia sp. HMT 498	Clone: IK040	GB: AY349387	Unnamed	Oral
218EI013	HMT-218	Leptotrichia sp. HMT 218	Clone: EI013	GB: AF385571	Phylotype	Oral
847F0260	HMT-847	Leptotrichia sp. HMT 847	Strain: F0260	GB: FJ577250	Unnamed	Unassigned
225_FEA2	HMT-225	Leptotrichia sp. HMT 225	Strain: FEA2	GB: GQ422731	Unnamed	Oral
225HE052	HMT-225	Leptotrichia sp. HMT 225	Clone: HE052	GB: GQ422732	Unnamed	Oral
563_7788	HMT-563	Leptotrichia buccalis	Strain: not listed	GB: L37788	Named	Oral
224_7813	HMT-224	Leptotrichia hofstadii	Strain: FAC5	GB: AF287813	Named	Oral
909-Wade	HMT-909	Leptotrichia sp. HMT 909	Clone: CP4_C6	GB: KC203062	Phylotype	Oral
223F138	HMT-223	Leptotrichia sp. HMT 223	Clone: _F138	GB: AF287814	Phylotype	Oral
463GT020	HMT-463	Leptotrichia sp. HMT 463	Clone: GT020	GB: AY349385	Phylotype	Oral
417_8621	HMT-417	Leptotrichia sp. HMT 417	Clone: C3MKM102	GB: AY278621	Unnamed	Oral
222F0279	HMT-222	Leptotrichia wadei	Strain: F0279	GB: tbd	Named	Oral
222_7816	HMT-222	Leptotrichia wadei	Strain: A39FD	GB: AF287816	Named	Oral
214DE081	HMT-214	Leptotrichia shahii	Clone: DE081	GB: AF366268	Named	Oral
213DA069	HMT-213	Leptotrichia hongkongensis	Clone: DA069	GB: AF287811	Named	Oral
879F0557	HMT-879	Leptotrichia sp. HMT 879	Strain: F0557	GB: tbd	Unnamed	Oral
075_F058	HMT-075	Ruminococcaceae [G-1] [G-1] bacterium HMT 075	Clone: _F058	GB: AF287779	Phylotype	Oral
085BU014	HMT-085	Ruminococcaceae [G-2] [G-2] bacterium HMT 085	Clone: BU014	GB: AF385563	Phylotype	Oral
935_8649	HMT-935	Fastidiosipila sanguinis	Clone: nck255g10c1	GB: KF098649	Named	Unassigned
366_1208	HMT-366	Ruminococcaceae [G-3] [G-3] bacterium HMT 366	Clone: MCE3_9	GB: AF481208	Phylotype	Unassigned
381_8854	HMT-381	Ruminococcaceae [G-3] [G-3] bacterium HMT 381	Clone: P4PB_122	GB: AF538854	Phylotype	Unassigned
229N115A	HMT-229	Arthrospira platensis	Strain: HZ01	GB: EU427543	Named	Unassigned
229N115B	HMT-229	Arthrospira platensis	Strain: CHM	GB: KJ463625	Named	Unassigned
843_3837	HMT-843	Dialister micraerophilus	Strain: ADV 04.01	GB: AF473837	Named	Oral
736Dpneu	HMT-736	Dialister pneumosintes	Strain: ATCC 33048	GB: X82500	Named	Oral
119BS016	HMT-119	Dialister sp. HMT 119	Clone: BS016	GB: AF287786	Phylotype	Oral
118GBA27	HMT-118	Dialister invisus	Strain: GBA27	GB: AF287788	Named	Oral
118BS095	HMT-118	Dialister invisus	Clone: BS095	GB: AF287787	Named	Oral
122BU057	HMT-122	Megasphaera micronuciformis	Clone: BU057	GB: AF385566	Named	Oral
122_6527	HMT-122	Megasphaera micronuciformis	Clone: 16sps19-3e12.p1k	GB: FM996527	Named	Oral
841_6094	HMT-841	Megasphaera sp. HMT 841	Clone: Y14	GB: DQ666094	Phylotype	Unassigned
121BB166	HMT-121	Anaeroglobus geminatus	Clone: BB166	GB: AF287783	Named	Oral
123_9043	HMT-123	Megasphaera sp. HMT 123	Clone: ELU0026-000128	GB: HQ749043	Phylotype	Oral
123_9314	HMT-123	Megasphaera sp. HMT 123	Clone: ELU0026-000399	GB: HQ749314	Phylotype	Oral
780_7189	HMT-780	Veillonella sp. HMT 780	Clone: HB016	GB: DQ087189	Unnamed	Oral
780F0009	HMT-780	Veillonella sp. HMT 780	Strain: F0009	GB: GQ422743	Unnamed	Oral
917_6290	HMT-917	Veillonella sp. HMT 917	Clone: H2-plate10_E12	GB: HQ176290	Phylotype	Oral
917-Wade	HMT-917	Veillonella sp. HMT 917	Clone: EL130	GB: JQ406541	Phylotype	Oral
524_3631	HMT-524	Veillonella atypica	Clone: MB5_P17	GB: DQ003631	Named	Oral
524Vatyp	HMT-524	Veillonella atypica	Strain: DSM 20739	GB: X84007	Named	Oral
160_X031	HMT-160	Veillonella dispar	Clone: _X031	GB: GQ422726	Named	Oral
160Vdisp	HMT-160	Veillonella dispar	Strain: DSM 20735	GB: X84006	Named	Oral
887_5167	HMT-887	Veillonella denticariosi	Strain: CCUG 54362	GB: EF185167	Named	Oral
161_X042	HMT-161	Veillonella parvula	Clone: _X042	GB: AF287781	Named	Oral
161_X002	HMT-161	Veillonella parvula	Clone: _X002	GB: GU350451	Named	Oral
161AA050	HMT-161	Veillonella parvula	Clone: AA050	GB: AF287782	Named	Oral
161Vparv	HMT-161	Veillonella parvula	Strain: DSM 2008	GB: X84005	Named	Oral
161BU083	HMT-161	Veillonella parvula	Clone: BU083	GB: AF366266	Named	Oral
158BI029	HMT-158	Veillonella rogosae	Clone: BI029	GB: GQ422725	Named	Oral
158F0412	HMT-158	Veillonella rogosae	Strain: F0412	GB: tbd	Named	Oral
129FNA3	HMT-129	Veillonellaceae [G-1] [G-1] bacterium HMT 129	Strain: FNA3	GB: GQ422718	Lost	Oral
132CS015	HMT-132	Veillonellaceae [G-1] [G-1] bacterium HMT 132	Clone: CS015	GB: AF287791	Phylotype	Oral
150_K024	HMT-150	Veillonellaceae [G-1] [G-1] bacterium HMT 150	Clone: _K024	GB: GQ422721	Phylotype	Oral
150_7052	HMT-150	Veillonellaceae [G-1] [G-1] bacterium HMT 150	Clone: P2PA_80	GB: AY207052	Phylotype	Oral
135DM071	HMT-135	Veillonellaceae [G-1] [G-1] bacterium HMT 135	Clone: DM071	GB: AF287790	Phylotype	Oral
918-Wade	HMT-918	Veillonellaceae [G-1] [G-1] bacterium HMT 918	Clone: DL111	GB: JQ406537	Phylotype	Unassigned
135_0932	HMT-135	Veillonellaceae [G-1] [G-1] bacterium HMT 135	Clone: ncd1699h10c1	GB: JF140932	Phylotype	Oral
148EZ011	HMT-148	Veillonellaceae [G-1] [G-1] bacterium HMT 148	Clone: EZ011	GB: AF385578	Phylotype	Unassigned
145EW079	HMT-145	Veillonellaceae [G-1] [G-1] bacterium HMT 145	Clone: EW079	GB: AF385502	Phylotype	Oral
483JS031	HMT-483	Veillonellaceae [G-1] [G-1] bacterium HMT 483	Clone: JS031	GB: AY349410	Phylotype	Oral
155GAA14	HMT-155	Veillonellaceae [G-1] [G-1] bacterium HMT 155	Strain: GAA14	GB: AF287789	Lost	Oral
155_8628	HMT-155	Veillonellaceae [G-1] [G-1] bacterium HMT 155	Clone: C3MLM071	GB: AY278628	Lost	Oral
684_1878	HMT-684	Mitsuokella multacida	Strain: NCTC 10934	GB: X81878	Named	Unassigned
131CS002	HMT-131	Mitsuokella sp. HMT 131	Clone: CS002	GB: AF287795	Unnamed	Oral
131_8627	HMT-131	Mitsuokella sp. HMT 131	Clone: C5AKM062	GB: AY278627	Unnamed	Oral
521_3628	HMT-521	Mitsuokella sp. HMT 521	Clone: MB5_P06	GB: DQ003628	Phylotype	Oral
521_3746	HMT-521	Mitsuokella sp. HMT 521	Clone: 9-1-7	GB: AY423746	Phylotype	Oral
501JI021	HMT-501	Selenomonas sp. HMT 501	Clone: JI021	GB: AY349409	Phylotype	Unassigned
442_1820	HMT-442	Selenomonas sp. HMT 442	Clone: P4PA_145	GB: AY341820	Phylotype	Oral
134DD020	HMT-134	Selenomonas sp. HMT 134	Clone: DD020	GB: AF287794	Phylotype	Oral
151_K168	HMT-151	Selenomonas sputigena	Clone: _K168	GB: GQ422722	Named	Oral
151Ssput	HMT-151	Selenomonas sputigena	Strain: ATCC 35185	GB: AF287793	Named	Oral
151_N011	HMT-151	Selenomonas sputigena	Clone: _N001	GB: GQ422723	Named	Oral
937_5618	HMT-937	Selenomonas sp. HMT 937	Clone: nck300f01c1	GB: KF105618	Phylotype	Oral
130CI002	HMT-130	Selenomonas noxia	Clone: CI002	GB: AF287798	Named	Oral
130Snoxi	HMT-130	Selenomonas noxia	Strain: ATCC 43541	GB: AF287799	Named	Oral
133CS024	HMT-133	Selenomonas sp. HMT 133	Clone: CS024	GB: AF287796	Unnamed	Oral
137DS051	HMT-137	Selenomonas sp. HMT 137	Clone: DS051	GB: AF366273	Unnamed	Oral
124Sart	HMT-124	Selenomonas artemidis	Strain: ATCC 43528	GB: GQ422716	Named	Oral
124AA024	HMT-124	Selenomonas artemidis	Clone: AA024	GB: AF287797	Named	Oral
124F0399	HMT-124	Selenomonas artemidis	Strain: F0399	GB: HM596274	Named	Oral
892F0426	HMT-892	Selenomonas sp. HMT 892	Strain: F0426	GB: tbd	Unnamed	Oral
920-Wade	HMT-920	Selenomonas sp. HMT 920	Strain: W5150	GB: tbd	Unnamed	Oral
149_7169	HMT-149	Selenomonas sp. HMT 149	Clone: 070007_022	GB: JQ457169	Unnamed	Oral
149FT050	HMT-149	Selenomonas sp. HMT 149	Clone: FT050	GB: AY349403	Unnamed	Oral
136_3497	HMT-136	Selenomonas sp. HMT 136	Clone: ncd2234b08c1	GB: JF193497	Unnamed	Oral
136DO042	HMT-136	Selenomonas sp. HMT 136	Clone: DO042	GB: AF385514	Unnamed	Oral
478F0592	HMT-478	Selenomonas sp. HMT 478	Strain: F0592	GB: tbd	Unnamed	Oral
478GI064	HMT-478	Selenomonas sp. HMT 478	Clone: GI064	GB: AY349404	Unnamed	Oral
479GT010	HMT-479	Selenomonas sp. HMT 479	Clone: GT010	GB: AY349405	Lost	Oral
388_8861	HMT-388	Selenomonas sp. HMT 388	Clone: P4PA_36	GB: AF538861	Phylotype	Unassigned
726_0963	HMT-726	Centipeda periodontii	Strain: DSM 2778	GB: AJ010963	Named	Oral
481_4667	HMT-481	Selenomonas sp. HMT 481	Clone: 069096_081	GB: JQ454667	Lost	Oral
481IK004	HMT-481	Selenomonas sp. HMT 481	Clone: IK004	GB: AY349407	Lost	Oral
126EY047	HMT-126	Selenomonas sp. HMT 126	Clone: EY047	GB: AF385576	Unnamed	Oral
919WadeA	HMT-919	Selenomonas sp. HMT 919	Strain: W7667	GB: tbd	Unnamed	Oral
126AJ036	HMT-126	Selenomonas sp. HMT 126	Clone: AJ036	GB: AF287800	Unnamed	Oral
936_4994	HMT-936	Selenomonas sp. HMT 936	Clone: ncd436f04c1	GB: HM324994	Phylotype	Unassigned
146EW084	HMT-146	Selenomonas sp. HMT 146	Clone: EW084	GB: AF385503	Lost	Oral
139Sdian	HMT-139	Selenomonas dianae	Strain: ATCC 43527	GB: AF287801	Named	Oral
139DY027	HMT-139	Selenomonas dianae	Clone: DY027	GB: AF385492	Named	Oral
139_Z048	HMT-139	Selenomonas dianae	Clone: _Z048	GB: GQ422719	Named	Oral
919WadeB	HMT-919	Selenomonas sp. HMT 919	Strain: W7667	GB: tbd	Unnamed	Oral
639Sinfe	HMT-639	Selenomonas infelix	Strain: ATCC 43532	GB: AF287802	Named	Oral
138DS071	HMT-138	Selenomonas sp. HMT 138	Clone: DS071	GB: AF366274	Unnamed	Oral
125AH132	HMT-125	Selenomonas flueggei	Clone: AH132	GB: AF287804	Named	Oral
125_6593	HMT-125	Selenomonas flueggei	Clone: ELU0080-000358	GB: HQ776593	Named	Oral
500JM048	HMT-500	Lachnospiraceae [G-8] [G-8] bacterium HMT 500	Clone: JM048	GB: AY349389	Unnamed	Oral
500-Wade	HMT-500	Lachnospiraceae [G-8] [G-8] bacterium HMT 500	Strain: W11650	GB: tbd	Unnamed	Oral
086BU061	HMT-086	Lachnospiraceae [G-7] [G-7] bacterium HMT 086	Clone: BU061	GB: AF385567	Phylotype	Oral
163AH153	HMT-163	Lachnospiraceae [G-7] [G-7] bacterium HMT 163	Clone: AH153	GB: AF287769	Phylotype	Oral
094DA074	HMT-094	Lachnospiraceae [G-10] [G-10] bacterium HMT 094	Clone: DA074	GB: AF287768	Phylotype	Unassigned
451_6846	HMT-451	Catonella sp. HMT 451	Clone: 071071_215	GB: JQ476846	Phylotype	Oral
164BR063	HMT-164	Catonella sp. HMT 164	Clone: BR063	GB: AF385556	Phylotype	Oral
165EZ006	HMT-165	Catonella morbi	Clone: EZ006	GB: AF385577	Named	Oral
165_7151	HMT-165	Catonella morbi	Strain: ATCC 51271	GB: X87151	Named	Oral
096DO008	HMT-096	Lachnospiraceae [G-2] [G-2] bacterium HMT 096	Clone: DO008	GB: AF385508	Unnamed	Oral
635_7152	HMT-635	Johnsonella ignava	Strain: ATCC 51276	GB: X87152	Named	Oral
166CK051	HMT-166	Johnsonella sp. HMT 166	Clone: CK051	GB: AF287774	Phylotype	Oral
088CH017	HMT-088	Lachnospiraceae [G-2] [G-2] bacterium HMT 088	Clone: CH017	GB: AF287775	Phylotype	Oral
100EI074	HMT-100	Lachnospiraceae [G-3] [G-3] bacterium HMT 100	Clone: EI074	GB: AF385573	Phylotype	Oral
496JI012	HMT-496	Lachnoanaerobaculum sp. HMT 496	Clone: JI012	GB: AY349379	Phylotype	Unassigned
089CK004	HMT-089	Lachnoanaerobaculum sp. HMT 089	Clone: CK004	GB: AF287776	Phylotype	Unassigned
083BR088	HMT-083	Lachnoanaerobaculum sp. HMT 083	Clone: BR088	GB: AF385557	Phylotype	Oral
083BS091	HMT-083	Lachnoanaerobaculum sp. HMT 083	Clone: BS091	GB: AF385562	Phylotype	Oral
494IR009	HMT-494	Lachnoanaerobaculum saburreum	Clone: IR009	GB: AY349376	Named	Oral
494_RDP	HMT-494	Lachnoanaerobaculum saburreum	Strain: DSM 3986	GB: RDP	Named	Oral
082F0431	HMT-082	Lachnoanaerobaculum orale	Strain: F0431	GB: tbd	Named	Oral
082BE088	HMT-082	Lachnoanaerobaculum orale	Clone: BE088	GB: AF385552	Named	Oral
107F0167	HMT-107	Lachnoanaerobaculum umeaense	Strain: F0167	GB: tbd	Named	Oral
090CK030	HMT-090	Butyrivibrio sp. HMT 090	Clone: CK030	GB: AF287773	Phylotype	Unassigned
